from,to
8507588600,9335361000
55436750100,8507588600
6603417855,8507588600
7005681918,8507588600
35431695100,9335361000
55436750100,9335361000
6603417855,9335361000
7005681918,9335361000
14006868500,7102485453
14006868500,14006868500
7004236019,7007070617
7007070617,7201750306
57202411171,7007070617
7006134457,7007070617
7004236019,7201750306
57202411171,7004236019
7004236019,7006134457
7004236019,7004236019
57202411171,7201750306
7006134457,7201750306
57202411171,7006134457
12788161700,35513253800
57197395709,7102047679
57197395709,7402087485
57197395709,7004430462
7102047679,7402087485
7004430462,7102047679
7004430462,7402087485
17737043400,7103032282
7103032282,7103032282
17737043400,18934971900
17737043400,55228372500
56036795000,56922373300
56036795000,6603707158
6603707158,7004176813
14072021600,7403366574
55991464200,7404905743
56000008900,7404905743
7403289965,7404905743
55184067500,6701846591
55898328000,7403366574
14072021600,55898328000
55898328000,8688644700
55898328000,55898328000
7403366574,8688644700
14072021600,8688644700
18936408700,23135625700
18936408700,8559629900
18937485200,23135625700
18937485200,8559629900
7004006875,7004006875
54931860200,6508311845
54931860200,6701846591
6508311845,6603402906
6508311845,7202870103
6508311845,6701846591
6603402906,6701846591
37037729400,6603391848
6603391848,7102963869
6603391848,7003908393
55597757900,57208660616
57208660616,7003980398
55597757900,55866729400
55866729400,7003980398
37087741600,55597757900
37087741600,7003980398
55597757900,7402686024
55555616600,55597757900
55597757900,7003980398
7003980398,7402686024
55555616600,7003980398
55538348100,55538348100
55729615700,8592029300
55729615700,55729615700
57129550700,7402546177
57129550700,7202609388
57129550700,7402881854
56922373300,7404905962
14023099600,56922373300
14022970000,56922373300
14023099600,7404905962
14022970000,7404905962
14022970000,14023099600
14023099600,35432020000
14022970000,35432020000
55079979900,7006425415
14027268300,8941549700
56069545900,57210771483
35238506600,56069545900
56069545900,7003660965
56069545900,6506146504
56069545900,7202944018
56069545900,6603310965
56069545900,7005942578
56069545900,7404036396
56069545900,9841977000
57210771483,6506146504
57210771483,7202944018
57210771483,6603310965
57210771483,7005942578
57210771483,7404036396
35238506600,6506146504
35238506600,7202944018
35238506600,6603310965
35238506600,7005942578
35238506600,7404036396
6506146504,7003660965
7003660965,7202944018
6603310965,7003660965
7003660965,7005942578
7003660965,7404036396
6506146504,7202944018
6506146504,6603310965
6506146504,7005942578
6506146504,7404036396
6506146504,9841977000
6603310965,7202944018
7202944018,7404036396
7202944018,9841977000
6603310965,7005942578
6603310965,7404036396
6603310965,9841977000
7005942578,7404036396
7005942578,9841977000
7404036396,9841977000
7005316312,8668053400
6701842195,7201563603
7201563603,7202878103
6701842195,7102629229
7102629229,7202878103
35429991100,6701842195
35429991100,7202878103
6701842195,7202878103
8959871900,8959871900
26026973800,7003624044
35272027700,7003624044
10540107500,26026973800
10540107500,35272027700
16143920700,57202654477
16143920700,16940283000
16143920700,16143920700
16940283000,57202654477
7201563603,7404050844
7201563603,7201563603
55512829500,7404050844
7003783717,7404050844
7404050844,7405346352
6701842195,7404050844
35429991100,7404050844
7102629229,7404050844
55512829500,6701842195
6701842195,7003783717
6701842195,7405346352
35272027700,7103400620
35272027700,35272027700
35273080700,8959871900
56000008900,8959871900
7103400620,8959871900
7103400620,7403289965
35273080700,56000008900
35273080700,7103400620
10540107500,35273080700
56000008900,7103400620
10540107500,56000008900
10540107500,7103400620
16155170600,36876254800
16155170600,57196511801
16155170600,6603310965
16155170600,7005942578
36876254800,57196511801
36876254800,6603310965
36876254800,7005942578
57196511801,6603310965
57196511801,7005942578
57191729806,7102963869
7404029525,7404244088
7404244088,7404244088
7404029525,7404029525
18537355000,18539089100
18537355000,18934971900
17737043400,18537355000
18537355000,18537355000
18539089100,55228372500
18539089100,7103032282
18539089100,18934971900
17737043400,18539089100
35553426500,7401964621
35553426500,7405708537
55183838700,7201517333
55183838700,55547110395
55183838700,7501614559
55183838700,57203685091
55547110395,7201517333
55547110395,7501614559
55547110395,57203685091
57203685091,7501614559
54586264600,7404384671
55627873653,7404384671
35418861200,54586264600
35418861200,55627873653
54586264600,54894354500
54894354500,55627873653
54586264600,56228866400
55627873653,56228866400
54586264600,55627873653
55917918800,56395876500
55879458900,56395876500
55864588900,56395876500
55879358000,56395876500
55864799900,56395876500
55864626900,56395876500
56395876500,56397049900
56395876500,56395876500
56395876500,56396224900
55879458900,55917918800
55864588900,55917918800
55879358000,55917918800
55864799900,55917918800
55864626900,55917918800
55917918800,56397049900
55917918800,55917918800
55917918800,56396224900
55864588900,55879458900
55879358000,55879458900
55864799900,55879458900
55864626900,55879458900
55879458900,56397049900
55879458900,55879458900
55879458900,56396224900
55864588900,55879358000
55864588900,55864799900
55864588900,55864626900
55864588900,56397049900
55864588900,55864588900
55864588900,56396224900
55864799900,55879358000
55864626900,55879358000
55879358000,56397049900
55879358000,55879358000
55879358000,56396224900
55864626900,55864799900
55864799900,56397049900
55864799900,55864799900
55864799900,56396224900
55864626900,56397049900
55864626900,55864626900
55864626900,56396224900
56397049900,56397049900
56396224900,56397049900
57159484000,6603598116
6603598116,7102963869
6603598116,7103256066
57159484000,57159484000
57159484000,7103256066
6603310965,6603310965
56158900200,56158900200
37037729400,7003980398
56276486600,56276486600
56276486600,7003980398
56276486600,7103256066
7003908393,7003980398
7003980398,7103256066
55654699700,55654699700
56158900200,7201921573
55654699700,56158900200
56507249100,56507249100
57189350273,57189350273
7004820692,7005507348
7003624044,7003624044
6701644446,7005507348
7202056741,7202796872
7202056741,7405346352
7202056741,7202056741
7202796872,7405346352
35272027700,7404905743
35405274900,7202870103
35405274900,55184067500
55184067500,7202870103
56325519600,57202760671
57202760671,57216823518
57202760671,57211972189
55763337800,57202760671
57202760671,57209213712
57202760163,57202760671
56325519600,57216823518
56325519600,57211972189
55763337800,56325519600
56325519600,57209213712
56325519600,57202760163
57211972189,57216823518
55763337800,57216823518
57209213712,57216823518
57202760163,57216823518
55763337800,57211972189
57209213712,57211972189
57202760163,57211972189
55763337800,57209213712
55763337800,57202760163
57202760163,57209213712
6701562478,7004406757
7102047679,7102047679
7402546177,7402546177
36903880900,57129550700
7402087485,7402087485
7202222823,7202222823
35068045100,56806697700
56806697700,6506300712
35068045100,6506300712
16302561800,7102573506
7102573506,8592029300
16302561800,8592029300
22233899400,57203685091
22233899400,7201517333
55894843800,57203685091
55894843800,7201517333
55432622700,57194384908
56680615700,6603402906
35405274900,6603402906
15056503900,6507177263
6508328315,7004820692
7004820692,7102508318
35451010100,7004820692
26535541500,7004820692
6508328315,7102508318
35451010100,6508328315
26535541500,6508328315
35451010100,7102508318
26535541500,7102508318
26535541500,35451010100
6603828753,7003796252
35448072700,6603828753
7005942578,7102963869
15754933300,27268069600
27268069600,35774484100
27268069600,35212059900
27268069600,8524552000
35271904600,7003624044
10540107500,35271904600
35212059900,55215138100
35273080700,36192079400
27268069600,55215138100
23979061900,24401807100
23979061900,38662700700
23979061900,8587051000
23979061900,57198783397
24401807100,38662700700
24401807100,8587051000
24401807100,57198783397
38662700700,8587051000
38662700700,57198783397
57198783397,8587051000
56118160200,7410349606
56118160200,8073277200
55702248700,56118160200
7404921099,7410349606
7404921099,8073277200
55702248700,7404921099
56072774900,7410349606
56072774900,8073277200
55702248700,56072774900
8688644700,8880375200
7403366574,8880375200
7004081985,9277170900
37111201600,55219954200
37111201600,9277170900
37111201600,7101998211
35555301900,37111201600
35429490500,37111201600
55697242300,9277170900
55219954200,9277170900
7101998211,9277170900
35555301900,9277170900
35429490500,9277170900
36094012800,7006545066
35488957100,7006545066
57211771796,7402387545
55732756400,57211771796
26967671500,57211771796
26531070300,57211771796
26967822900,57211771796
56590896900,57211771796
12776896400,57211771796
55547110438,7201517333
55183838700,55547110438
55547110438,55894843800
55337229500,55547110438
55337045500,55547110438
55547110438,7501614559
54880293500,55547110438
36101760200,55547110438
55547110438,7403418870
55337045500,7201517333
54880293500,7201517333
36101760200,7201517333
7201517333,7403418870
55183838700,55894843800
55183838700,55337229500
55183838700,55337045500
54880293500,55183838700
36101760200,55183838700
55183838700,7403418870
55337229500,55894843800
55337045500,55894843800
55894843800,7501614559
54880293500,55894843800
36101760200,55894843800
55894843800,7403418870
55337045500,55337229500
55337229500,7501614559
54880293500,55337229500
36101760200,55337229500
55337229500,7403418870
55337045500,7501614559
54880293500,55337045500
36101760200,55337045500
55337045500,7403418870
54880293500,7501614559
36101760200,7501614559
7403418870,7501614559
36101760200,54880293500
54880293500,7403418870
36101760200,7403418870
35207858400,8941549700
24471070600,34968816600
24471070600,35448773300
10040230100,24471070600
24471070600,27867684900
24471070600,37040399500
24471070600,37040703300
24471070600,7201374971
34968816600,35448773300
10040230100,34968816600
27867684900,34968816600
34968816600,37040399500
34968816600,37040703300
34968816600,7201374971
10040230100,35448773300
27867684900,35448773300
35448773300,37040399500
35448773300,37040703300
35448773300,7201374971
10040230100,27867684900
10040230100,37040399500
10040230100,37040703300
10040230100,7201374971
27867684900,37040399500
27867684900,37040703300
27867684900,7201374971
37040399500,37040703300
37040399500,7201374971
37040703300,7201374971
16940283000,26536381900
26536381900,54407733500
16940283000,54407733500
55392336300,57203685091
55390830900,57203685091
36773552700,55392336300
55392336300,7201517333
55390830900,55392336300
36773552700,55390830900
55390830900,7201517333
56980684400,7201517333
54786011200,7102508318
24366467300,36898740500
24366467300,36898777600
36016444900,8639392500
36898740500,8639392500
36898777600,8639392500
35243401500,36016444900
36016444900,36898740500
36016444900,36898777600
36898740500,9044180400
36898777600,9044180400
35243401500,36898740500
35243401500,36898777600
36898740500,36898777600
36898740500,7102485453
36898777600,7102485453
55184067500,57208660616
57208660616,6701846591
57189071246,6603402906
55184067500,6603402906
57189071246,57216307963
57216307963,7402686024
55184067500,57216307963
57216307963,6701846591
57189071246,7402686024
55184067500,57189071246
57189071246,6701846591
6701846591,7402686024
55184067500,55555616600
55555616600,6701846591
21733872300,9277170900
23028138000,23028138000
23028138000,36696325000
55547110438,55800562700
55800562700,55800562700
22233899400,55547110438
55212905200,55547110438
57211309494,8524552000
35212059900,57211309494
20435030700,7102760498
20435030700,8610247000
7102760498,8610247000
34968816600,55722240600
34968816600,7103167123
34968816600,8859654600
34968816600,55186690800
35448773300,55722240600
35448773300,7103167123
35448773300,8859654600
35448773300,55186690800
10040230100,55722240600
10040230100,7103167123
10040230100,8859654600
10040230100,55186690800
24471070600,55722240600
24471070600,7103167123
24471070600,8859654600
24471070600,55186690800
27867684900,55722240600
27867684900,7103167123
27867684900,8859654600
27867684900,55186690800
55722240600,7201374971
55186690800,7201374971
55722240600,7103167123
55722240600,8859654600
55186690800,55722240600
55186690800,7103167123
55186690800,8859654600
57205170829,57205170829
55183838700,55392336300
55183838700,55390830900
35238506600,7403524990
35238506600,6603984657
35238506600,7003980398
35238506600,7004430462
35238506600,57206326058
57210771483,7403524990
57210771483,6603984657
57210771483,7003980398
57210771483,7004430462
57206326058,57210771483
7003660965,7403524990
6603984657,7003660965
7003660965,7003980398
7003660965,7004430462
57206326058,7003660965
7202944018,7403524990
7003980398,7403524990
7004430462,7403524990
6506146504,7403524990
57206326058,7403524990
7005942578,7403524990
7403524990,9841977000
6603984657,7202944018
6603984657,7003980398
6603984657,7004430462
6506146504,6603984657
57206326058,6603984657
6603984657,7005942578
6603984657,9841977000
7003980398,7202944018
7004430462,7202944018
7003980398,7004430462
6506146504,7003980398
57206326058,7003980398
7003980398,7005942578
7003980398,9841977000
6506146504,7004430462
57206326058,7004430462
7004430462,7005942578
7004430462,9841977000
57206326058,9841977000
26536381900,55249407200
16940283000,55249407200
54407733500,55249407200
36876254800,7004439477
7004439477,7005942578
55601043400,7410211116
7401616833,7410211116
57217110767,57217110767
7103027908,8662634700
8662634700,8662634700
16233214900,8589985800
16233214900,22955761300
16233214900,6603391848
16233214900,35407803800
22955761300,8589985800
6603391848,8589985800
22955761300,6603391848
22955761300,35407803800
35407803800,6603391848
54781498400,57213601094
7006832286,7006832286
55768960700,56922373300
21737647900,55768960700
55768960700,7004176813
55768960700,57205841106
21737647900,7004176813
21737647900,57205841106
35425451200,35425451200
16638276200,57201231516
57201231516,7004205154
57201231516,57201231516
16638276200,7004205154
16638276200,8559629900
7004205154,8559629900
57201231516,57214489629
16638276200,7005907261
16638276200,57214489629
57214489629,7005907261
7004205154,7005907261
57214489629,7004205154
57214489629,8559629900
35744830000,7202404890
56264808000,7102573506
15833607500,8507588600
7004417466,8507588600
35431695100,7004417466
55436750100,7004417466
6603417855,7004417466
15833607500,7004417466
7004417466,7005681918
6701682673,7004006875
18936408700,7004006875
23135625700,7004006875
23135625700,6701682673
6701682673,8559629900
12243564300,6701682673
57214489629,6701682673
6701682673,7004205154
12243564300,6602875578
57214489629,6602875578
23135625700,6602875578
6602875578,7004205154
12243564300,18937485200
18937485200,57214489629
18937485200,7004205154
12243564300,18936408700
18936408700,57214489629
18936408700,7004205154
12243564300,57214489629
12243564300,23135625700
12243564300,7004205154
23135625700,57214489629
23135625700,7004205154
15034955300,56093325900
15034955300,55467254500
55467254500,56093325900
16135466300,7102573506
16135466300,56264808000
35448072700,6603944469
6603944469,7003980398
36349895500,36349895500
7006991057,7006991057
7401616833,7401616833
25824322100,7003624044
25824322100,8959871900
10540107500,25824322100
25226466100,25824322100
7403050531,8368351700
57211771796,7403050531
26531070300,7403050531
7402387545,7403050531
57211771796,8368351700
26531070300,8368351700
7402387545,8368351700
7102760498,8610246700
7102760498,7102760498
20435030700,8610246700
8610246700,8610247000
7102629229,7102629229
24466904500,24466904500
15033280400,8639392500
8639392500,8639392500
15033280400,7102485453
15033280400,9044180400
15033280400,36016444900
15033280400,24366467300
15033280400,36009751100
14006868500,15033280400
14006868500,36016444900
14006868500,24366467300
7404384671,7404384671
36981135000,55627873653
55627873653,7006341653
55627873653,6603734505
35272027700,7401964621
35272027700,7405708537
7401964621,7401964621
56000008900,7405708537
7405708537,7405708537
56000008900,56000008900
7404050844,8917710500
7202878103,7404050844
7201563603,8917710500
35429991100,8917710500
7405346352,8917710500
7202878103,7405346352
7003783717,8917710500
7003783717,7202878103
7202878103,8917710500
7102629229,8917710500
7201563603,7402546177
7201563603,7403005357
6701846591,7201563603
7201563603,7202870103
35432020000,7201563603
56590896900,7201563603
7201563603,7402504819
7102975555,7201563603
56000008900,7201563603
7102629229,7402546177
7402546177,7403005357
6701846591,7402546177
7202870103,7402546177
35432020000,7402546177
56590896900,7402546177
7402504819,7402546177
7102975555,7402546177
56000008900,7402546177
7102629229,7403005357
6701846591,7102629229
7102629229,7202870103
35432020000,7102629229
56590896900,7102629229
7102629229,7402504819
7102629229,7102975555
56000008900,7102629229
6701846591,7403005357
7202870103,7403005357
35432020000,7403005357
56590896900,7403005357
7402504819,7403005357
7102975555,7403005357
56000008900,7403005357
35432020000,6701846591
56590896900,6701846591
6701846591,7402504819
6701846591,7102975555
56000008900,6701846591
35432020000,7202870103
56590896900,7202870103
7202870103,7402504819
7102975555,7202870103
35432020000,56590896900
35432020000,7402504819
35432020000,7102975555
35432020000,56000008900
56590896900,7402504819
56590896900,7102975555
56000008900,56590896900
7102975555,7402504819
56000008900,7402504819
56000008900,7102975555
34968816600,35316408200
10045179800,34968816600
24175063000,34968816600
35316408200,35448773300
10045179800,35448773300
24175063000,35448773300
10040230100,35316408200
10045179800,35316408200
24175063000,35316408200
24471070600,35316408200
35316408200,7201374971
35316408200,55722240600
10040230100,10045179800
10040230100,24175063000
10045179800,24175063000
10045179800,24471070600
10045179800,7201374971
10045179800,55722240600
24175063000,24471070600
24175063000,7201374971
24175063000,55722240600
10540091700,10540091700
12776769000,56317457300
55432622700,56317457300
12788161700,56317457300
35513253800,56317457300
12776769000,55432622700
12776769000,12788161700
12776769000,35513253800
12788161700,55432622700
35513253800,55432622700
36042625900,7004236019
7004236019,7403056154
7004236019,7404412509
57199401873,7004236019
36042625900,57202411171
57202411171,7403056154
57202411171,7404412509
57199401873,57202411171
36042625900,7006134457
36042625900,7403056154
36042625900,7404412509
36042625900,57199401873
7006134457,7403056154
7006134457,7404412509
57199401873,7006134457
7403056154,7404412509
57199401873,7403056154
57199401873,7404412509
12776896400,7403050531
35187262400,8507588600
8507588600,8507588600
35187262400,35431695100
35187262400,55436750100
35187262400,6603417855
15833607500,35187262400
35187262400,7005681918
22233899400,7201396313
7404399339,7404905962
14023099600,24168625300
14023099600,7404399339
17833435300,7102760498
35579851100,7102760498
17833435300,35579851100
15034955300,15034955300
7006425415,7006425415
57197646472,7402087485
57197646472,7102047679
57197646472,7005200205
7005200205,7402087485
7005200205,7102047679
57191729806,7402087485
7102963869,7402087485
57159484000,7404244088
7102963869,7404244088
7004446369,7102975521
7103280519,7103280519
16680121400,16680121400
57201212156,57214340250
35779076200,57201212156
36004849900,57201212156
35779076200,57214340250
36004849900,57214340250
35779076200,36004849900
35779076200,35779076200
17833435300,8610246700
35579851100,8610246700
57208658842,7201486435
6701756641,7201486435
57208658842,6701756641
7102975555,7102975555
7201563603,7202056741
6701842195,7202056741
6701846591,6701846591
7201486435,7201486435
16638276200,18937485200
16638276200,18936408700
16638276200,23135625700
7401835571,7402825328
7202404890,7202404890
7004417466,9335361000
35187262400,9335361000
35187262400,7004417466
12770999800,7403056154
12770999800,7004236019
12770999800,7006134457
12770999800,35496490800
12770999800,12770999800
35496490800,7403056154
35496490800,7004236019
35496490800,7006134457
35496490800,7201750306
35496490800,7007070617
34968816600,34968816600
56317457300,57194384908
12776769000,57194384908
12788161700,57194384908
7004820692,7004820692
15033280400,35243401500
35243401500,36009751100
35214458300,7402881854
15756058400,35214458300
15756058400,7601545734
15756058400,7402546177
15756058400,7402881854
57216238602,57216238602
7401835571,7401835571
15033280400,56243899200
15033280400,7006491939
57213601094,57213601094
55757331400,55757331400
7103185447,7103185447
56203333800,8639392500
36898740500,56203333800
56203333800,56203333800
35243401500,56203333800
34975067800,36898740500
36898740500,57208767575
34975067800,35243401500
35243401500,57208767575
15131949900,7102508318
53878303400,7102508318
56047055500,7102508318
15131949900,53878303400
15131949900,56047055500
15131949900,7004820692
53878303400,56047055500
53878303400,7004820692
56047055500,7004820692
55949886700,55949886700
37042822900,37042822900
7202056741,7202878103
7201563603,7202796872
7202796872,7202878103
57199369744,6602844918
57216307963,6508311845
55184067500,6508311845
15756058400,57129550700
42961543400,7006545066
57206334758,7006545066
16162624100,7006545066
57198398999,7006545066
36898777600,57208767575
34975067800,36898777600
7003796252,7201486435
35448072700,7201486435
7103256066,7404244088
6603598116,7404244088
35555301900,7402893527
55219954200,7402893527
7101998211,7402893527
7402893527,9277170900
35429490500,7402893527
21733916100,35555301900
21733916100,55219954200
21733916100,7101998211
21733916100,9277170900
21733916100,35429490500
7102508318,7102508318
56680615700,7403050531
56680615700,8368351700
56680615700,7404384671
56680615700,7401835571
56155811700,56680615700
35432020000,56680615700
20735717700,56680615700
25824322100,56680615700
35271904600,56680615700
55436750100,56680615700
56680615700,7004406757
56680615700,7102629229
6701846591,7403050531
6701846591,8368351700
6701846591,7404384671
6701846591,7401835571
56155811700,6701846591
20735717700,6701846591
25824322100,6701846591
35271904600,6701846591
55436750100,6701846591
6701846591,7004406757
35405274900,7402387545
35405274900,7403050531
35405274900,8368351700
35405274900,55219954200
35405274900,7404384671
35405274900,7401835571
35405274900,56155811700
35405274900,35432020000
20735717700,35405274900
25824322100,35405274900
35271904600,35405274900
35405274900,55436750100
35405274900,7004406757
35405274900,7102629229
7402387545,7404384671
7401835571,7402387545
56155811700,7402387545
35432020000,7402387545
20735717700,7402387545
25824322100,7402387545
6603402906,7402387545
35271904600,7402387545
55436750100,7402387545
7004406757,7402387545
7102629229,7402387545
55219954200,7403050531
7403050531,7404384671
7401835571,7403050531
56155811700,7403050531
35432020000,7403050531
20735717700,7403050531
25824322100,7403050531
6603402906,7403050531
35271904600,7403050531
55436750100,7403050531
7004406757,7403050531
7102629229,7403050531
55219954200,8368351700
7404384671,8368351700
7401835571,8368351700
56155811700,8368351700
35432020000,8368351700
20735717700,8368351700
25824322100,8368351700
6603402906,8368351700
35271904600,8368351700
55436750100,8368351700
7004406757,8368351700
7102629229,8368351700
55219954200,7404384671
55219954200,7401835571
55219954200,56155811700
35432020000,55219954200
20735717700,55219954200
25824322100,55219954200
55219954200,6603402906
35271904600,55219954200
55219954200,55436750100
55219954200,7004406757
55219954200,7102629229
7401835571,7404384671
56155811700,7404384671
35432020000,7404384671
20735717700,7404384671
25824322100,7404384671
6603402906,7404384671
35271904600,7404384671
55436750100,7404384671
7004406757,7404384671
7102629229,7404384671
56155811700,7401835571
35432020000,7401835571
20735717700,7401835571
25824322100,7401835571
6603402906,7401835571
35271904600,7401835571
55436750100,7401835571
7004406757,7401835571
7102629229,7401835571
35432020000,56155811700
20735717700,56155811700
25824322100,56155811700
56155811700,6603402906
35271904600,56155811700
55436750100,56155811700
56155811700,7004406757
56155811700,7102629229
20735717700,35432020000
25824322100,35432020000
35432020000,6603402906
35271904600,35432020000
35432020000,55436750100
35432020000,7004406757
20735717700,25824322100
20735717700,6603402906
20735717700,35271904600
20735717700,55436750100
20735717700,7004406757
20735717700,7102629229
25824322100,6603402906
25824322100,55436750100
25824322100,7004406757
25824322100,7102629229
35271904600,6603402906
55436750100,6603402906
6603402906,7004406757
6603402906,7102629229
35271904600,55436750100
35271904600,7004406757
35271904600,7102629229
55436750100,7004406757
55436750100,7102629229
7004406757,7102629229
55183838700,57206243894
57203685091,57206243894
55547110395,57206243894
36009751100,36898740500
36009751100,36898777600
17036840300,36042625900
23995677100,36042625900
35738692600,7005942578
7003796252,7005942578
7003325532,7005942578
7005942578,7801601769
35407803800,7005942578
21643685700,6603310965
57206326058,6603310965
6603310965,6603984657
35738692600,6603310965
6603310965,7003796252
6603310965,7003325532
6603310965,7801601769
35407803800,6603310965
21643685700,35238506600
35238506600,35738692600
35238506600,7003796252
35238506600,7003325532
35238506600,7801601769
35238506600,35407803800
21643685700,7003660965
35738692600,7003660965
7003660965,7003796252
7003325532,7003660965
7003660965,7801601769
35407803800,7003660965
21643685700,7404036396
21643685700,57206326058
21643685700,6603984657
21643685700,35738692600
21643685700,7003796252
21643685700,7003325532
21643685700,7801601769
21643685700,35407803800
35738692600,7202944018
7003796252,7202944018
7003325532,7202944018
7202944018,7801601769
35407803800,7202944018
57206326058,7404036396
6603984657,7404036396
35738692600,7404036396
7003796252,7404036396
7003325532,7404036396
7404036396,7801601769
35407803800,7404036396
35738692600,57206326058
57206326058,7003796252
57206326058,7003325532
57206326058,7801601769
35407803800,57206326058
35738692600,6603984657
6603984657,7003796252
6603984657,7003325532
6603984657,7801601769
35407803800,6603984657
35738692600,7003796252
35738692600,7003325532
35738692600,7801601769
35407803800,35738692600
7003325532,7003796252
7003796252,7801601769
35407803800,7003796252
7003325532,7801601769
35407803800,7003325532
35407803800,7801601769
15833607500,9335361000
23990684300,9335361000
23990684300,8507588600
57199658680,8880375200
57199658680,8688644700
57199658680,7403366574
55581352300,6603310965
55581352300,7404036396
53878303400,6508328315
15131949900,6508328315
56047055500,6508328315
7102047679,7102963869
37044095200,55654699700
35239130000,55439283900
25824322100,25824322100
7102975521,7201563603
7102975521,7402546177
7102975521,7403005357
6701846591,7102975521
35432020000,7102975521
56590896900,7102975521
7102975521,7202870103
7102975521,7402504819
7102629229,7102975521
7102047679,7404244088
7102963869,7404029525
7102047679,7404029525
57203646597,7402087485
57203646597,7004430462
57203646597,7102963869
7004430462,7102963869
7202964131,7202964131
7006491939,7102485453
17036840300,57202411171
17036840300,7004236019
37044095200,7201921573
57044894000,8688644700
57210726896,8688644700
57210724491,8688644700
10642081000,35308195400
35308195400,6602441334
10642081000,56443051100
56443051100,6602441334
25226466100,56000008900
25824322100,56000008900
21643685700,55823816100
54931860200,55597757900
55597757900,6603402906
36011893100,55597757900
55597757900,7202870103
57189885979,57189895138
57189895138,57214311632
57189895135,57189895138
57189895138,57214483838
57189885979,57214311632
57189885979,57189895135
57189885979,57214483838
57189895135,57214311632
57214311632,57214483838
57189895135,57214483838
55905056800,57196240297
56866481100,57196240297
56864769800,57196240297
57196240297,57216104482
55905056800,56866481100
55905056800,56864769800
55905056800,57216104482
56864769800,56866481100
56866481100,57216104482
56864769800,57216104482
56878091400,57191877472
55794197000,56878091400
56666306600,56878091400
56666668400,56878091400
56878091400,57004456800
56878091400,57199160544
56878091400,56878091400
55794197000,57191877472
56666306600,57191877472
56666668400,57191877472
57004456800,57191877472
57191877472,57199160544
55794197000,56666306600
55794197000,56666668400
55794197000,57004456800
55794197000,57199160544
56666306600,56666668400
56666306600,57004456800
56666306600,57199160544
56666668400,57004456800
56666668400,57199160544
57004456800,57199160544
